source	line	section	commit	categories	table_header	claim
original-REPORT.md	73	### Fresh AMD64 compile results		time,memory,code-or-storage-size	| Incremental AMD64 change | Backend compile | Full compile | Heap | Code |	| Dispatch hint boundaries with exact opcodes | **-1.60%** | **-1.41%** | unchanged | identical sizes |
original-REPORT.md	74	### Fresh AMD64 compile results		time,memory,code-or-storage-size	| Incremental AMD64 change | Backend compile | Full compile | Heap | Code |	| Coarse bounded arena estimate | **-5.57%** | **-3.11%** | -0.38% / -0.21% | identical sizes |
original-REPORT.md	76	### Fresh AMD64 compile results		time,memory,code-or-storage-size,method-or-checkpoint		Generated AMD64 code remains 57,470 B, 889,172 B, 3,634,105 B,
original-REPORT.md	77	### Fresh AMD64 compile results		time,memory,code-or-storage-size		35,155,402 B, and 26,612,624 B for json-as, Lua, SQLite, Ruby, and
original-REPORT.md	80	### Fresh AMD64 execution results		time		### Fresh AMD64 execution results
original-REPORT.md	82	### Fresh AMD64 execution results		time,method-or-checkpoint		The complete runnable corpus used eight fresh interleaved 100 ms samples. Its
original-REPORT.md	83	### Fresh AMD64 execution results		time,method-or-checkpoint		geomean moved from 4.807 us to 4.795 us (**-0.25%**, statistically flat), with
original-REPORT.md	84	### Fresh AMD64 execution results		memory,allocations,code-or-storage-size		**0 B/op and 0 allocs/op** on both revisions. Indirect-call dispatch improved
original-REPORT.md	85	### Fresh AMD64 execution results		method-or-checkpoint		5.07%. SHA-256 and raytrace initially crossed `p<0.05` in the short broad run;
original-REPORT.md	86	### Fresh AMD64 execution results		time,method-or-checkpoint		a dedicated 12-pair alternating-order 300 ms confirmation found both flat and
original-REPORT.md	87	### Fresh AMD64 execution results		method-or-checkpoint		favorable (SHA-256 -1.35%, `p=0.101`; raytrace -0.29%, `p=0.378`).
original-REPORT.md	91	### Validation and raw data		code-or-storage-size		- Native ARM64 `go test ./...`: pass.
original-REPORT.md	92	### Validation and raw data				- Rosetta AMD64 backend, shared, frontend, and Wasm tests: pass.
original-REPORT.md	93	### Validation and raw data		code-or-storage-size,method-or-checkpoint		- Five large AMD64 generated-code sizes: exact parity with `main`.
original-REPORT.md	94	### Validation and raw data		code-or-storage-size,method-or-checkpoint		- Native AMD64 remains pending: `ssh hub@hub` timed out again at this checkpoint.
original-REPORT.md	100	### Validation and raw data		time,method-or-checkpoint		- `/tmp/amd64-current-vs-main-compile-{base.RsQzXJ,candidate.xa8whx}`
original-REPORT.md	101	### Validation and raw data		method-or-checkpoint		- `/tmp/amd64-current-vs-main-exec-{base.pE13Cp,candidate.CkfETy}`
original-REPORT.md	102	### Validation and raw data		method-or-checkpoint		- `/tmp/amd64-current-vs-main-exec-focus-{base.Fg3ZD4,candidate.9WKEq5}`
original-REPORT.md	103	### Validation and raw data		method-or-checkpoint		- `/tmp/amd64-coarse-production-focused-{base.fVaqGL,candidate.FI7Xhg}`
original-REPORT.md	104	### Validation and raw data		method-or-checkpoint		- `/tmp/amd64-coarse-production-full-{base.QYM8ss,candidate.Sj4Aiz}`
original-REPORT.md	113	### Validation observation fast path		time,method-or-checkpoint		A 12-pair, alternating-order 500 ms Rosetta AMD64 confirmation against the
original-REPORT.md	115	### Validation observation fast path		memory,allocations		at **-1.51%**, with allocated heap and allocation counts unchanged. Ruby
original-REPORT.md	116	### Validation observation fast path		method-or-checkpoint		improved **1.90%** (`p=0.028`); the other four modules were favorable or flat.
original-REPORT.md	117	### Validation observation fast path		code-or-storage-size		The old observer disappeared from the esbuild CPU profile. Native ARM64
original-REPORT.md	122	### Validation observation fast path		time,method-or-checkpoint		directly in the validation loop was rejected. Its longer 12-pair confirmation
original-REPORT.md	123	### Validation observation fast path				measured **+0.39%** full-compilation geomean, despite an initially favorable
original-REPORT.md	128	### Validation observation fast path		time,method-or-checkpoint		- `/tmp/amd64-validation-payload-{base.2ukBeY,candidate.QOkClI}`
original-REPORT.md	129	### Validation observation fast path		time,method-or-checkpoint		- `/tmp/amd64-validation-payload-confirm-{base.OKaxgn,candidate.4ho7uU}`
original-REPORT.md	130	### Validation observation fast path		time		- `/tmp/amd64-validation-payload-esbuild.pprof`
original-REPORT.md	131	### Validation observation fast path		time,method-or-checkpoint		- `/tmp/amd64-validation-simple-{base.0QO6jX,candidate.bBuMa9}`
original-REPORT.md	132	### Validation observation fast path		time,method-or-checkpoint		- `/tmp/amd64-validation-simple-confirm-{base.mpzkEA,candidate.JoxoEO}`
original-REPORT.md	137	### Internal compact-LEB fast path		code-or-storage-size		Unlike the public reader, its `u32` and `i32` methods still sent even one-byte
original-REPORT.md	139	### Internal compact-LEB fast path		code-or-storage-size		one-byte unsigned and sign-extended 32-bit immediates directly; multi-byte and
original-REPORT.md	140	### Internal compact-LEB fast path		time,code-or-storage-size		malformed encodings retain the existing decoder unchanged.
original-REPORT.md	142	### Internal compact-LEB fast path		time,method-or-checkpoint		A 12-pair, alternating-order 500 ms Rosetta AMD64 confirmation against the
original-REPORT.md	143	### Internal compact-LEB fast path				immediate predecessor measured **-4.13%** full-compilation geomean across the
original-REPORT.md	144	### Internal compact-LEB fast path		method-or-checkpoint		five large modules. Every module was significantly faster: json-as **-4.49%**,
original-REPORT.md	145	### Internal compact-LEB fast path				Lua **-2.74%**, SQLite **-2.72%**, Ruby **-2.93%**, and esbuild **-7.68%**.
original-REPORT.md	146	### Internal compact-LEB fast path		memory,allocations,method-or-checkpoint		Allocated heap was flat by geomean and allocation counts were exactly flat.
original-REPORT.md	151	### Internal compact-LEB fast path				rejected after its longer confirmation measured only **-0.60%** geomean, with
original-REPORT.md	157	### Internal compact-LEB fast path		method-or-checkpoint		- `/tmp/amd64-reader-{base.BWWxed,candidate.z8OhQG}`
original-REPORT.md	158	### Internal compact-LEB fast path		method-or-checkpoint		- `/tmp/amd64-reader-confirm-{base.8TF6aV,candidate.Ydcc78}`
original-REPORT.md	159	### Internal compact-LEB fast path				- `/tmp/amd64-reader-esbuild.pprof`
original-REPORT.md	160	### Internal compact-LEB fast path		method-or-checkpoint		- `/tmp/amd64-direct-step-{base.iapzZq,candidate.bUaf23}`
original-REPORT.md	161	### Internal compact-LEB fast path		method-or-checkpoint		- `/tmp/amd64-direct-step-confirm-{base.jBgUPZ,candidate.YfpfpK}`
original-REPORT.md	162	### Internal compact-LEB fast path		method-or-checkpoint		- `/tmp/amd64-current-main-{base.OnHrRm,candidate.5iLw68}`
original-REPORT.md	165	### Internal compact-LEB fast path		method-or-checkpoint		a direct exported-reader memarg path measured **-1.09%** with no significant
original-REPORT.md	166	### Internal compact-LEB fast path		code-or-storage-size		module, one-byte I64 decoding measured **-0.47%**, and moving every precomputed
original-REPORT.md	167	### Internal compact-LEB fast path		time		numeric stack effect into the top of the validator measured **-0.57%**. Their
original-REPORT.md	168	### Internal compact-LEB fast path				raw captures are `/tmp/amd64-direct-memarg-*`, `/tmp/amd64-i64-*`, and
original-REPORT.md	169	### Internal compact-LEB fast path				`/tmp/amd64-effects-*` respectively.
original-REPORT.md	175	## Current result		time,method-or-checkpoint	| Metric | Delta versus `main` |	| End-to-end compile latency, older all-corpus checkpoint | **-9.38%** |
original-REPORT.md	176	## Current result		time	| Metric | Delta versus `main` |	| End-to-end compile latency, large-module geomean | **-40.20%** |
original-REPORT.md	177	## Current result		time	| Metric | Delta versus `main` |	| Backend-only compile latency, large-module geomean | **-35.70%** |
original-REPORT.md	178	## Current result		time,method-or-checkpoint	| Metric | Delta versus `main` |	| Backend-only compile latency, older all-corpus checkpoint | **+0.86%** |
original-REPORT.md	179	## Current result		time,memory	| Metric | Delta versus `main` |	| End-to-end compile heap, large-module geomean | **-1.62%** |
original-REPORT.md	180	## Current result		time,memory,method-or-checkpoint	| Metric | Delta versus `main` |	| End-to-end compile heap, older all-corpus checkpoint | **+1.07%** |
original-REPORT.md	181	## Current result		time,memory	| Metric | Delta versus `main` |	| Backend-only compile heap, large-module geomean | **-6.33%** |
original-REPORT.md	182	## Current result		time,allocations	| Metric | Delta versus `main` |	| End-to-end compile allocations, large-module geomean | **-19.00%** |
original-REPORT.md	183	## Current result		time,allocations	| Metric | Delta versus `main` |	| Backend-only compile allocations, large-module geomean | **-44.87%** |
original-REPORT.md	184	## Current result		time,allocations,method-or-checkpoint	| Metric | Delta versus `main` |	| End-to-end compile allocations, older all-corpus checkpoint | **+1.66%** |
original-REPORT.md	185	## Current result		time,allocations,method-or-checkpoint	| Metric | Delta versus `main` |	| Backend-only compile allocations, older all-corpus checkpoint | **+0.16%** |
original-REPORT.md	186	## Current result		code-or-storage-size	| Metric | Delta versus `main` |	| Generated ARM64 machine-code bytes | **-4.50%** large-module geomean; up to **-7.69%** |
original-REPORT.md	187	## Current result		time	| Metric | Delta versus `main` |	| Execution latency, complete-corpus geomean | **-0.90%** |
original-REPORT.md	188	## Current result		time,memory,allocations,code-or-storage-size	| Metric | Delta versus `main` |	| Execution allocations | **0 B/op, 0 allocs/op** on both revisions |
original-REPORT.md	190	## Current AMD64 checkpoint		method-or-checkpoint		## Current AMD64 checkpoint
original-REPORT.md	192	## Current AMD64 checkpoint		time,method-or-checkpoint		Eight interleaved 300 ms samples per revision compare the retained branch at
original-REPORT.md	193	## Current AMD64 checkpoint		time,method-or-checkpoint		`5d9b1f2d` with pinned `main` at `c46f2129`. Negative latency is better.
original-REPORT.md	197	## Current AMD64 checkpoint		time	| Metric | Delta versus `main` |	| Backend-only compile latency, large-module geomean | **-16.93%** |
original-REPORT.md	198	## Current AMD64 checkpoint		time	| Metric | Delta versus `main` |	| End-to-end compile latency, large-module geomean | **-27.98%** |
original-REPORT.md	199	## Current AMD64 checkpoint		time,memory	| Metric | Delta versus `main` |	| Backend-only compile heap, large-module geomean | +0.11% |
original-REPORT.md	200	## Current AMD64 checkpoint		time,memory	| Metric | Delta versus `main` |	| End-to-end compile heap, large-module geomean | +0.45% |
original-REPORT.md	201	## Current AMD64 checkpoint		allocations	| Metric | Delta versus `main` |	| Backend-only allocation count, large-module geomean | +0.40% |
original-REPORT.md	202	## Current AMD64 checkpoint		allocations	| Metric | Delta versus `main` |	| End-to-end allocation count, large-module geomean | +0.25% |
original-REPORT.md	203	## Current AMD64 checkpoint		code-or-storage-size	| Metric | Delta versus `main` |	| Generated AMD64 machine-code bytes | **0.00%** on all five large modules |
original-REPORT.md	204	## Current AMD64 checkpoint		time,method-or-checkpoint	| Metric | Delta versus `main` |	| Execution latency, complete runnable corpus geomean | -0.24% (flat) |
original-REPORT.md	205	## Current AMD64 checkpoint		time,memory,allocations,code-or-storage-size	| Metric | Delta versus `main` |	| Execution allocations | **0 B/op, 0 allocs/op** on both revisions |
original-REPORT.md	207	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |
original-REPORT.md	209	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| json-as | 800.9 us | 688.4 us | **-14.05%** | +0.54% | +1.65% |
original-REPORT.md	210	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| Lua | 15.32 ms | 12.73 ms | **-16.90%** | +0.02% | +0.28% |
original-REPORT.md	211	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| SQLite | 55.34 ms | 49.59 ms | **-10.40%** | +0.00% | +0.08% |
original-REPORT.md	212	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| Ruby | 658.0 ms | 512.7 ms | **-22.09%** | +0.00% | +0.02% |
original-REPORT.md	213	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| esbuild | 412.2 ms | 327.0 ms | **-20.66%** | flat | flat |
original-REPORT.md	214	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Backend main | Backend branch | Latency delta | Heap delta | Allocation delta |	| **Geomean** | **44.98 ms** | **37.37 ms** | **-16.93%** | **+0.11%** | **+0.40%** |
original-REPORT.md	216	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |
original-REPORT.md	218	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| json-as | 1.501 ms | 1.101 ms | **-26.64%** | +0.61% | +1.04% |
original-REPORT.md	219	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| Lua | 25.12 ms | 18.24 ms | **-27.39%** | +0.52% | +0.16% |
original-REPORT.md	220	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| SQLite | 94.53 ms | 70.37 ms | **-25.55%** | +0.64% | +0.05% |
original-REPORT.md	221	## Current AMD64 checkpoint		time,memory,allocations	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| Ruby | 1.100 s | 754.4 ms | **-31.42%** | +0.44% | +0.01% |
original-REPORT.md	222	## Current AMD64 checkpoint		time,memory,allocations,method-or-checkpoint	| Corpus | Full compile main | Full compile branch | Latency delta | Heap delta | Allocation delta |	| esbuild | 769.8 ms | 548.4 ms | **-28.77%** | +0.06% | flat |
